tweet,polarity
@ErrorCode_SW Tapi kek sedih banget penerima kipk tapi kelakuannya kayak engga terdidik hikss ironii,negative
@Amorfatiopia @agapynch @peonwi @convomf Kmrn ada yg spill masalah kipk di undipmenfess itu kok semua penerima kipk keterangannya ada dan emg ada yg status (mengundurkan diri) dr kipk. Brarti org kaya gt emg ada apalg itu di kampus yg sama kaya dia,neutral
tuh duit buat pendidikan y bgst bukan buat bayar hedonmu kalo penerima KIPK diliat suka hedon apa kita ini ga mikir juga kalo uangnya buat bayar gaya hidupnya? kalopun engga org pun bsa anggep kaya gtu waras dikit dah,negative
sumpah liat oknum yg lagi rame itu gila personal brandingnya lgsg ancyurr drastis. jujur merinding bgt sbg penerima kipk jg yg masih apply parttime sana sini ((tp masih blm ada yang lolos)) krn masih engap banget jujur buat hidup di semarang bawah ini tapi liat dia dg enakny,negative
the math isn't mathing geblek masa beli dior bisa tp bayar uang kuliah gabisa? perbaikan nasib kipk ini harusnya kalo bisa mikir ya duitnya dipake buat kebutuhan primernya dulu. kalo duit punya dia sendiri sanggup afford kebutuhan tersier apa ya masih pantes jd penerima kipk?,positive
@yessioktavianiR @nisss_za penerima kipk (dl sebutan nya bidik misi) tp hidup nya hedon trs ternyata suka bully,negative
@capricrowd Ok lah sbg penunjang tpi penunjang kuliah pun masuknya jdi barang sekunder dong krn sepenting itu itu juga pasti belinya yg murah dan nabungnya lama. Ini punya iphone ipad hush puppies tpi penerima kipk anjriiittt,positive
@undipmenfess bukannya gmn2 emang yg kayak gini harus dispill dan dihilangkan. liat bbrp temenku penerima kipk sm liat mereka tuh beda jauh banget. boro2 punya baju baru beli makan lauk telur goreng aja dia udah syukur2,negative
Jejak digital seorang anak penerima KIPK tapi ternyata sangat mampu untuk membayar biaya perkuliahan memang netijen penyelam handal sampai menemukan kalau anak ini juga nyenggol bts,negative
@undipmenfess WKWK TEMEN KU ADA YG PENERIMA KIPK PADAHAL ORKAY JIR KEBUTUHAN SEMUANYAAA TERPENUHI BAYARAN KULIAH AJA DAH LUNAS. UANG KIP NYA BUAT APA? WALLAHUALAM FOYA-FOYA KALI ,positive
@convomfs guys ngga cuma KIPK penerima PIP juga banyak yang mampu‍↔️eh KIPK sama PIP beda ngga si,negative
@convomfs gue pikir emg mostly penerima kipk tu orangnya begini ya meskipun ga semua,neutral
Ada aja gebrakan penerima kipk yg salah target,negative
@undipmenfess awalnya gimna sih kok dia bisa ketauan penerima kipk?,neutral
@convomf Ada ga ya diantara org indo yang nonton penerima kipk:),neutral
iwin kamu penerima kipk kah?,neutral
lg rame bhas penerima kipk yg tdk sesuai. sbtulny ada tmnku yg bgtu dia ank band yg aga besar deh cm pnrima kipk. emm cuma ckup tau ajasii ko bs dia ketrima kipk pdhal bnyk tmnku yg lain yg menggosh menggosh cri duid bwt nmbh2 byr kuliyaa hehe,positive
wkwkwk ada selebgram penerima kipk dianggap gak layak trs sama netizen di gali trs sampe ketauan 2020 nonton bokep problematik ngejelekin another seleb antis bts makin makin serem jg yh netizen,negative
jahat bgt tuh mulut si ija ija ini tidak mencerminkan penerima kipk,negative
Mungkin ya minusnya BM atau KIPK itu jg Krn gak ada pengawasan (gmn mau diawasi penerimanya segitu banyak). Kalo beasiswaku dulu penerima diasramakan ada spv nya jadi kepantau lah kita sehari2 ngapain beli apa ada laporan keuangan bulanan jg (dibandingkan dgn real life),negative
@niwseir teruuuss... untuk yang penerima nya juga harus sadar diri juga. udah tau dapet bantuan malah hidup hedon lah. banyak benget kasus gini ga cuman kipk tapi bidikmisi juga iya. terus kalo dirasa dah mampu kembali ya ngajuin pengunduran diri gitu.,negative
@niwseir seharusnya pihak kipk tuh mantau yang nerima kipk apakah mereka mampu atau tidak mampu. kalo tadinya ga mampu terus jadi mampu yaudah cabut aja gitu cuman ya infoin juga ke penerima nya jangan dadakan,negative
@pjsastrxx Itu awalnya ada yg spil kalau dia itu penerima kipk tapi ternyata gayanya hedon intinya gitu sih trus ketauan jg kalau dia tuh tukang body shaming nah makin kesini malah ke spil kelakuannnya dulu kaya gitu itu baca aja threadnya,positive
@cwpies Seharusnya kipk itu dipake buat bayar ukt dan penerima kipk juga dapat uang saku bulanan yang gunanya untuk menunjung kebutuhan kuliah,positive
@tanyarlfes Anehnya kok orang-orang bisa tau sii siapa aja yang nerima KIPK? Dia bilang kah kalo seorang penerima bantuan? Atau bisa dicari nama nya? Tapi gabut banget nyari satu-satu manusia hedon buat mastiin dia dapet KIPK apa engga ya gasii?,positive
sudah korupsi sejak dini ga sih orang orang penerima kipk yang ga sesuai haknya??,negative
Ya semoga pemegang kipk yang ekonominya sudah membaik segera mengundurkan diri setelah melihat kejadian ini kaget soalnya mana kepikiran mbanya penerima kipk kalo sekedar ngeliat sosmednya dan gaya hidupnya.,positive
@hahheoheh oh dia penerima kipk ,neutral
@dayeVLR @miutlak Dulu di kampusku juga banyak yang penerima kipk tpi aslinya mampu banget,negative
@undipmenfess Nah iya nder heran banget sama orang yg pemikirannya emng kenapa kalo penerima KIPK ga boleh beli ini itu kah? Heh kalo emng beneran ga mampu mana ada kepikiran njir buat beli barang yg overprice,negative
@yaudhyaaaa Belio ini penerima KIPK tapi hidupnya hedon sombong tukang bully,negative
Kemudian keriuhan bea cukai beranjak padam seiring digulirkannya isu mantan Mentan dan penerima KIPK.,negative
 Hutang milyaran artinya aset bapak kamu banyak banget bisa sampe di acc ngutang segitu banyak. Emang penerima kipk ini banyak yg gak tepat sasaran dulu ada juga temen mamanya juragan kosan 20 pintu tp karena dia yatim dia daftar kipk dan lolos :),negative
@newromanties Penerima kipk tapi gaada adab gitu ew,neutral
@undipmenfess Temen kelas gua kapan ya hedon di sosmed punya mobil hp iphone rumah bagus skng dah nikah lagi emang boleh yaa nikah tapi penerima kipk?,negative
lagi rame para penerima kipk tapi in real life ekonomi nya sangat cukup bahkan bisa memenuhi keinginannya. pas ketauan cuman bisa klarif dan minta maaf. apa tidak muntaber anda makan hak orang lain?,negative
jd kepikiran dah penerima kipk byk bgt pressurenya gasi? mau begaya dicurigain duit kipk blnja ini itu dicurigain jg apalagi mau beli barang mahal dirujak orang njir makanya kalo mrasa mampu gausah apply goblok kasian yg beneran berhak,negative
Berhenti buka twt dulu karena tl twt ku isinya ije dan para penerima kipk tp hedon yg kena spill https://t.co/gnhAx16Cmy,negative
@eazieur Haduh udah trust issue darilama sama penerima kipk,neutral
@panntesan Awalnya ada yang up di base kayak dia kesel si cewek itu masuk kategori penerima kipk padahal keliatan gaya hidupnya hedon. Trs makin kesini makin kebuka aibnya yang suka jelek-jelek in orang idk itu asli apa nggak tapi orang-orang ngatain imagenya gak sesuai aslinya gitu,negative
@tanyakanrl Penerima kipk hidup mewah juga bejat kelakuannya,negative
Penerima kipk itu harus paham kalau kipk ini BANTUAN pendidikan bukan beasiswa. Namanya BANTUAN itu harusnya berhenti ketika sudah mampu. Sama kek bansos lah kalau u emang miskin gapapa nerima. Tapi kalau udah mampu ya jangan nerima lagi,negative
@byAmandytch @undipmenfess heh maemunah kipk itu utk yg ga mampu bayar ukt kuliah yaa. bagemana ceritanya penerima kipk punya usaha? aneh bgt ini orang.,negative
Unairmenfess gada yg mau ngirim mf kaya gini kah yg berguna gitu sekali2 bahas penerima kipk yg ga layak,positive
@cecupacupss dia tu penerima kipk tapi hidupnya hedon terus dia ngatain siapa gitu,positive
@nabellafayen @tanyarlfes Gada keharusan anak kipk yg sudah mampu secara keuangan lalu mengundurkan diri untuk mengembalikan uang yg udah dia terima selama menjadi penerima kipk.,positive
@kairimayorisol @orpheuzkaze @undipmenfess Penerima kipk sisir wet brush sisir abang2 pasar malem lahhh (gue),neutral
@natch4latte @nabellafayen @tanyarlfes iya makanya gw kan bahas ganti ruginya aja penerima LPDP pasti lebih dikit dari KIPK lebih mudah ditrace bahkan pemerintah sekarang udah punya datanya sementara nyari penerima KIPK yg sekarang hidupnya udah enak masih kudu dibantu netizen mending urus dulu yg LPDP,positive
Jangan hanya menuntut pihak KIPK dong shay pihak penerima beasiswa KIPK jika sudah mampu ya sadar diri &amp; inisiatif. Gw tau kok ada org yg ngerasa ga berhak lg dapet KIPK dan dia memilih untuk mendatangi pihak kampus supaya beasiswanya dicabut :),neutral
Marah banget gue inget dulu ada temen sejurusan gue berkali-kali banding ukt gagal part time sana sini cari beasiswa apapun biar bertahan di sana sampe lulus dan ada penerima kipk kek gini. Jahat banget sumpah jahat banget,negative
@convomf Klu emg dia pernah sesulit itu sebelum ini dan skrg pendapatan dia udah banyak hrusnya mengundurkan diri dri penerima kipk bukan tunggu viral dulu. Klu ga viral sampe lulus tuh bkal pake kipk,negative
Kasus kek gini tuh pasti ada gak sih? Dulu aku juga nemu anak yg keliatan Hedon bgt makek tas baju make up bagus . Ternyata dia penerima kipk. Dibandingin sama kita yg tampak gembel tapi masih bayar UKT ini keliatan jomplang.,positive
@evylagi Tadi sempet liat ada tweet yg ungkap orientasi seksualnya dia. Seolah olah orang berkekurangan penerima kipk mesti suci dan ga boleh punya orientasi seksual ‍,positive
@niwseir Dari masalah ini aku bisa mikir bahwa menjadi manusia yg beretika itu wajib hukum nya. Oke dari penyelenggara harus ada rules yg lebih jelas lagi terkait para penerima kipk. Tapi dari penerima sebaiknya juga lebih beretika sedikit ketika sudah sangat (cont),negative
Oalah jadi si penerima kipk undip yg sok seleb hedon &amp; ga tau diri ini ternyata jg antis bts najis bgt liat ketikannya dihh Ayo army bantu rnb akun dia lebih bagus report IG nya biar sadar ,positive
Penerima kipk tp hedon itu manusia2 kontol semua moga masuk neraka. Buat semua yg ngebela lu kontol pantek anjing,negative
@syskaltfa dia penerima kipk tapi sekarang dengan gaya hidupnya udah ga layak nerima kipk. karena kipk kan untuk mahasiswa kurang mampu yaa sedangkan dia kebutuhan tersier aja sangat bisa memenuhi begituuu,negative
Itu pendapat aku. Let me know kalo misalkan memang ada kebijakan yang mengatur itu. Karena setauku penerima kipk cuma harus ngejaga ipk deh,negative
Setuju sih. Sebenernya nggak bisa full nyalahin penerima karena sejauh ini kayanya gaada aturan Mahasiswa yang sudah mampu harus mundur dari KIPK Mungkin orang2 marah karena itu berkaitan sama norma yg berlaku yaitu Jangan serakah kasih ke yang lebih membutuhkan --,negative
Setiap tau ada kasus kayak gini kesel banget tai wkwkwk. Meanwhile di angkatan gua sendiri aja banyak penerima kipk yang ternyata orang berada,negative
Solusi konkret: buatin sistem whistleblower buat penerima KIPK yang jelas2 bukan haknya,positive
dulu mahasiswa ngejatuhin rezim soeharto sekarang mahasiswa ngejatuhin penerima kipk tmn mereka sendiri kl mau dikatakan penyalahgunaan maka harus ada bukti ini justru bisa berbalik jadi pidana buat yg menjelek-jelekkan,negative
@T0BI00 ADUHHH RUAMEEEE BANGETT KASUS INI JETTTT aku kasih intinya aja yaa. Dia tuh byuti influencer. Suka flexing barang² mewah yg dia bilang hasil kerja keras TAPI YG BIKIN RAME TUH DIA PENERIMA KIPK. Pernah bully cewe² twt d gc ngetweet jorok bkep d akun dia yg gede itu,negative
@undipmenfess penerima kipk di jurusan ku jga kek tertutup yg berani munculin atau ngasih unjuk klo mereka penerima kipk tuh cuma 1 atau 2 org. pas aku ngobrol sama org tsb ngebahas soal kipk aku tanyain org² yg dpt kipk di jurusan ku siapa aja ternyata mereka² yg ngampus pke mobil :),positive
Masalahnya aku jg ngerti kalau org yg bukan penerima KIPK blm tentu paham skema bantuannya tuh kyk gmn. Ada banyak faktor jg. Semisal si penerima ini bisa beli kebutuhan sekunder pun blm tentu kalau subsidinya dicabut dia bisa bayar uang kuliah jg.,negative
@kyunsdaydream Mhs undip penerima kipk yg sebenernya lebih dr mampu karna hedon abis dan suka flexing sana sini,negative
@antoflee Penerima kipk dia,neutral
Gokil ini orang gue penerima kipk tapi buat beli laptop dengan harga 3jutaan aja baru bisa kebeli di semester 4 ini hp somay kentang ngelag since 2022 boro2 hedon. Uang kipk persemester yg dikasih kadang uda ketag duluan buat bayar rumah (yes my mom bro and i rented house),neutral
gue ngerti banget rasanya udah daftar kipk tapi ga bisa dapetin kesempatan itu semoga penerima kipk ke depannya bener² mereka yang layak untuk dapetin hak tersebut dan yang udah nerima bisa gunain itu dengan semestinya,negative
@nrfthhx Penerima kipk anak undip,neutral
@glamoroussstar penerima kipk tapi influencer income 2 digit kak,neutral
Sebagai ex mahasiswa bidikmisi dulu tuh ada survey dr pihak kampus yg nerjunin pengurus bm buat survey rumah calon penerima bm. Makanya heran apa skrg proses kipk ga ada survey rumah dan segala macem?,neutral
biarin ajh anjr kesel bgt dah bs nya penerima kipk sdangkan ortu gwe mati matian buat bayar ukt gwe yng lumayan tinggi itu,negative
@convomfs Intinya awal mula masalah tuh dia ketauan hedon pdhl penerima kipk tp makin menjalar dah tuh smpe kekuak kelakuan jelek dia pdhl dia masuk org yg pny pengaruh,negative
@glamoroussstar ituu sj ija ija itu dia penerima kipk tapi hidupnya itu hedon dia sering belanja ini itu lah bisa terbilang hidupnya mampu dia jga sempet bully orang,negative
@undipmenfess Makanya jgn suka pamer di medsos apalagi penerima kipk. Krn bnyk yg kurang mampu tdk dpt kip dan ttp byr ukt mahal. Itu yg bikin netizen esmosi liatnya,negative
@tanyarlfes Kan pas mau kuliah pake KIPK ada surat perjanjiannya (tdi ada yg sebar) disitu tertulis penerima KIPK DILARANG BEKERJA sementara usaha/wiraswasta itu termasuk dalam pekerjaan?? Jdi apakah boleh?? Ya jelas engga klo mau beasiswa tpi masih pengen usaha cari yg lain,negative
@niwseir Awalnya gue stuju sm opini ini. Mnrt gue anak kipk ga masalah kl punya device yg proper utk mendukung kegiatan kuliahnya. Tp case mba nya ini tu dia udh smpe bsa kasih transferan ke mama nya bisa beli tas banyak beli barang tersier lainnya. Udh bukan penerima kipk lg itu.,negative
@glamoroussstar dia tuh dl katanya pernah ngata2in orang di gc trs ini ternyata dia jg penerima kipk pdhl doi termasuk mampu,negative
Gaezz ada yg lebih BANGSAT kelakuannyaa dari penerima KIPK yg sedang dikuliti ituu. Hak warga negara dipake bayar biduan gaez ayoo kita rame-rame kuliti jugaa.,negative
Masalah KIPK gini jadi melebar kemana-mana dah. Yg salah: gaya hidup (karena dianggap hedon padahal penerima kipk). Yg dibahas: kelakuan sirkel dosa masa lalu pencapaian dll. Aji mumpung siklus warga X. Kaga ada yg nyenggol penylenggara KIPK kah?,negative
@alansuparlan Dia dulu emang kurang punya sih setahu gw. Brati salahnya dia setelah udah kaya tapi ga ngundurin diri dari penerima kipk ya.,negative
@niwseir @sofarawayoong1 @la_lalijah ngeyel mulu kek opininya paling bener. padahal sudut pandang masyarakat juga anggep ijah salah gak sepenuhnya salah. apalagi posisi si ijah doyan felxing gak menghargai banget penerima KIPK yang lebih pantas,negative
menurutku penerima kipk yg tepat sasaran seharusnya mikir begitu ya boleh sih buat beli hp pc dan sebagainya selama itu menunjang perkuliahan tapi kalo sampe bisa beli hp up to belasan juta motor biayain adek sekolah bayar utang ortu milyaran liburan ke ln beli tas mahal,negative
@seawinan Penerima kipk yg problematic yank,positive
@mamalembot Iya sih masa penerima kipk harus konsisten susah,negative
@undipmenfess Kaya selebgram kudus tuh kampus umk hidupnya hedon hp boba 3 punya warung makan depan kampus persis endorse juga banyak tpi penerima kipk wkwkwk,positive
kayaknya topik tentang penerima kipk lagi rame ya,positive
menanggapi ini memang sulit bgt bahkan hampir mustahil untuk penyelenggara memonitoring penerima KIPK. tpi jangan salahin publik juga kalo yang penerima juga flexing justru publik dibutuhkan disini. untuk yang kelakukan sama tpi low profile itu yang sulit.,negative
@taufiknugroho @undipmenfess loh katanya di sop penerima kipk kalo sudah mampu harusnya mengundurkan diri,positive
huft untung aja penerima kipk di sekitarku tepat sasaran semua malah orang yg mikir pinter uang kipknya dia tabung yah dijajanin dikit aja sih seperlunya terus dipake buat fast track s2 deh jadi ukt buat s2 tinggal nambah 500k aja dia nah 500k ini ya dari tabungan kipk itu,negative
@gayaikan @undipmenfess semoga pihak kampus meninjau ulang lagi penerima kipk soal nya gemes liat nya ga tepat sasaran bjing,negative
@jakszel @convomfs Memang bisa lolos ya kalau rumahnya gitu? Bukannya penerima kipk ada surveinya?,neutral
@niwseir ga ada yg blg ga boleh ada perubahan nasib di sini kan problemnya si mje itu masih jadi penerima kipk bahkan setelah dia punya income dua digit,neutral
@undipmenfess Pls kalian yg penerima kipk tp hidup kalian sangat2 sudah tercukupi pls banget dipake hati nurani nya. Masih banyak banget yg lebih pantas menerima gw aja dlu kuliah smbil kerja biar bisa bayar kos soalnya ksian ortu udh mkirin ukt gr2 gw gak dket sama kades makanya ga dpt kip,negative
Anjir tl isinya masalah KIPK semua wkwk. Buat penerima kipk yg hidupnya hedon barter yuk boba lu sama poco gua,negative
lucu kali org ini ngatai iri ke org yg ngatai penerima kipk yg hedon. wak ko gatau rsnya middle class ngeliat anak kipk hedonnya lewat lewat org midd wak mndinh kau diam aja babi,negative
harusnya disaat dia bs memenuhi segala kebutuhan tersiernya mengundurkan diri dari penerima kipk gasi,positive
@adawpdli sesuk dadi penerima kipk dek,neutral
jir base undip isinya spill penerima kipk yang ga tepat sasaran ub jg adain dong pls aku banyak listnya neh,negative
@undipmenfess Betul shrsnya diumumkan di medsos bg penerima KIPK biar ada kontrol.,positive
@jonos_ Dia penerima KIPK tapi hidupnya hedon dan sombong,negative
@_lonewolfffs @astyiasyz @undipmenfess Aku gatau sih sebelum kuliah keuangan dia gimana tapi yang jelas dia bilang udh punya income segitu pas umur 19 dan dia penerima KIPK dari 2021 (18 tahun). Denger2 dia masuk jalur mandiri yang biasanya jalur itu buat orang pinter kaya raya karna uang pangkalnya bisa puluhan juta.,positive
@luckyhxchn dia penerima kipk padahal dia mampu terus suka flexing barang2 mahal gitu (influencer juga) terus dispill di base undip. eh ternyata kebongkar kalo dia dulunya juga suka ngebully orang sama suka ngeb*kep https://t.co/BtBmhVk0Oo,negative
@convomf Loh netizen ini nyalahinnya karena dia udah dapat income 2 digit udah bisa hedan hedon beli kebutuhan tersier yang mahal mahal tapi engga ngundurin diri dari penerima kipk disaat banyak orang yang kuliah sambil maksa kerja dengan gaji kecil tapi ngga bisa dapat kipk karena-,negative
@tanyarlfes Yuk univ lain gerak juga yuk... kasihan sama adek²nya yang harusnya jadi penerima KIPK tapi kuotanya diisi sama mereka si koruptor UMKM Semua harus viral biar bisa diurus ,negative
Borosnya cowo ga kelihatan. Kemaren beberapa kali lihat twit soal penerima kipk nyewa cewe nha ini kan bukan sesuatu yang kelihatan karena ga dibawa dan ga melekat trus bukan sesuatu yang bisa dipamerin di medsos juga.,negative
@silvvvera @granolish Mjb sepertinya anda belum tahu masalah ija ija itu Jadi dia ngetwit begitu tapi dia sendiri penerima kipk padahal orang mampu. Cmiiw,negative
@tanyarlfes Hah? Dia penerima kipk?,neutral
@riskriskkk @kiddiejaemin Terserah deh suka2 lu wkwk. Orang yg lu belain itu ngomong di sosmed kalo gajinya 2 digit makanya orang2 protes. Tanpa dtks jg dia bisa daftar kipk lagian penerima pkh mana yg sempet mikir beli ipad sm barang branded? Banyak penerima lain yg lebih layak,negative
kalo ini mah aku jg emosi pdhl selama ini selalu posthink sm penerima KIPK yg mungkin rejeki aja. tp ini udh mah gaji 2 digit tas segunung personality jelek mulutnya jelek yaAllah there s no redeeming qualities ,negative
@Sodikin_anhr @miutlak Penerima kipk tapi dia mampu kak. Jadi org org marah Karna masih banyak org yg lebih pantes buat dapat kipk,negative
@prettievr penerima kipk padahal mamvu,neutral
@idfchh_ @undipmenfess Gw gk setuju sama opini ini karena walaupun penerima kipk uang kuliah gratis tpi ada buku yg harus dibeli dan itu jumlahnya gk sedikit ,negative
@oranghuman12 @woojinano @DraftAnakUnpad Penerima kipk juga mungkin wkwk,neutral
Harusnya ga cuma dicabut tapi didenda juga Idk flow kipk tuh gmn tapi sistemnya harus dibenahi sih Contoh ortu dan penerima bersedia memberi info soal gaji dan income keluarga misal selama 1 semester sebelum menerima kipk untuk 1 semester selanjutnya dan seterusnya begitu,negative
Temen klsku penerima kipk bapaknya punya mobil dan sawah wkwk jgn tanya motornya berapa Dptnya sampe lulus pula jdi keinget ada temen yg ngundurin diri dari kampus krna ga punya biaya kuliah :),negative
@niwseir okay setuju di statemen pertama. tapi kita sama tau lah ya yg beneran miskin dan pura2 miskin. ga mengharamkan anak kipk punya hal mewah tapi apakah realistis jika demikian? dan ada batas etis apabila si penerima kipk bermewah2 dgn keadaan yg ga menerima justru capek nyukupin.,negative
@t000mat000u @undipmenfess 'susah dapet' artinya ad yg salah dengan sistem kipk siapa pembuat sistem? pemerintah. Harusnya protes ke pemerintah. Capek protes? ya jangan capek itu hak kalian kok. Temen udh dapet kok malah disuruh turun harusnya kalian minta tambah kuota penerima dong,negative
mslhnya disini bukan 'semua org hrs menderita dan ga boleh ada perbaikan nasib sdikit pun' tapi dia mengambil hak org lain yg sharusnya jauh lebih butuh. bayangin dia bahkan sdah bs beli brng tersier yg kalo di total adalah sejumlah UKT dan uang yg dia terima sbg penerima kipk.,negative
Aku lagi mikir mikir kasus apa ya yang bakal menjerat aku sampe dibawa ke base gede di twt takut bgt tl banyak ngebongkar anak ankk kipk terus diserang sampe personalnya. Tapi aku bukan penerima kipk si. Chill bro,positive
Jujur lebih percaya dia penerima KIPK dan semua tweet dia halu tapi pas liat ig dia... tambah liat ss tweet dia punya 2 digit umur 19th dan ternyata dia penerima KIPK 2021... https://t.co/zumPg62smn,positive
ni tl penuh ama berita penerima kipk itu dah,negative
@howmanystarsare @rosanaile @undipmenfess Keknya orang2 terlalu marah pas tau dia ternyata penerima kipk sedangkan banyak di luar sana gagal kuliah karena terhalang biaya atau banyak juga mahasiswa yg hidup pas2an tapi gak bisa dapet kipk. Ditambah personal branding dia berbanding terbalik sama jejak digital di sosmed https://t.co/cyCmRSFXRB,negative
Dia udah sehedon itu dengan embel-embel penerima KIPK trus beliau ini tiba-tiba ngebelain????????? Ga ngerti,neutral
@niwseir kepercayaan masyarakat sama penerima KIPK itu emang udh jelek sejak banyak yg gak tepat sasaran wajar aja pada sentimen. ya kalo udah mampu tinggal cabut aja apa susahnya sih wkwkwk,negative
@Nctfangirlss @undipmenfess Gimana yaa aku dulu penerima kipk jalur survei. Waktu disurvei staff kipk minta uang buat lolosin aku kalo gamau bayar diancem namanya akan diblacklist dari semua daftar beasiswa kampus jadi mau gamau aku bayar kak,negative
@minimalily @convomf bukan kak. di surat pengunduran dirinya pun tertulis dia penerima kipk tahun 2021 https://t.co/4IlbBm91LO,negative
@vickyjuans @digidegu Banyak si penerima kipk yang kesehariannya lebih mewah dibanding yg bukan penerima beasiswa yang jadi pertanyaan itu dia lolos seleksi nya gimana? Bukannya ngelampirin surat ga mampu dll ya hadehh ini nih oknum-oknum yg ngambil hak orang yg lebih butuh. https://t.co/Bf0PzvYSbG,negative
@awgem penerima kipk tp skrg udh makmur jaya netizen ga terima dan minta tu org mundur. terus ternyata setelah ditelusuri lagi ini orang dulu pernah kena kasus masuk group yg isinya cewek semua tp ngehina cewek lain. panjang bet panjang dah ceritanya bank meg,positive
@bajuri_senpai Sangat mataneeeee tapi tetep eman aja pak gor. Lagian ngerujak satu orang abis-abisan gitu hasilnya apa sih selain akhirnya blio ngundurin diri dari penerima kipk? Kalo sistem seleksi penerimanya ttp bapuk ya abis ini yg bakal ada kejadian gini lagi ,negative
Minimal harus tau diri gk sih klu jadu penerima KIPK,negative
@ramenboiz yang selebtweet ootidi mahasiswi undip ternyata penerima kipk padahal orang mampu,negative
buset si anak undip penerima kipk berlipstik dior itu ngatain dia jelek?????????? salah liat foto kali. liatnya foto selfie dia sendiri,negative
Rame ttg penerima kipk terlihat tajir. Wkwk. Aku dulu jg anak bidik misi btw. Tp kalo liat track record aku: -Sekolah selalu di tempat bagus (sampe smp bahkan di swasta mahal). -Pernah stay di US. -Cina. -I dress(ed) rather well. Gmn caranya mau percaya? ,positive
Seru bgt liat orng lagi pada nge goreng penerima kipk WKWKW https://t.co/kYwib5st36,positive
-ness Seumur hidup aku akan balas dendam sama penerima KIPK yang ngga layak. Sahabatku dulu putus kuliah karena ngga mampu bayar UKT di semester 5,negative
Semoga dengan trendingnya soal kipk penerima kipk bisa lebih tepat sasaran kedepannya,negative
njer dihapus postan ija penerima kipk,neutral
@daisybloei Nah itu kak dampak negatifnya jadi terbentuk stigma ke para penerima KIPK yg emg beneran butuh. Gara gara para korup:(,negative
Ni org replynya beda sama postannya njirrr kan emg pemerintah kita ga kerja yaudah diberi sanksi sosial sm twitter. Trus skrg dia nyadar dia salah toh??? Ya gpp kita masyarakat cari2 penerima kipk yg ga sesuai biar pada mundur,positive
@convomf Maraknya kasus penyalahgunaan dana kipk penyeleksi harusnya bisa lebih aware sm keaslian data calon penerima dan mereka juga punya kewenangan penuh buat menyelidiki secara tuntas data-data yang dikasih pas seleksi awal.,negative
gua ada temen sekelas pas S1. pernah dengerin dia cerita kalo life style dia agak hedon pake outfit branded liburan ke bali sama pacarnya &amp; kalo beli barang tuh yg udah sampe ga liat harganya gitu lah gua baru tau di semester akhir kalo dia selama ini penerima kipk ️,positive
 Emang penerima kipk harus puasa senin kamis keliatan gembel? Ga boleh makan enak dan tampil rapi? NI ORANG-ORANG BISA BEDAIN GA SIHHH HIDUP LAYAK DAN HIDUP HEDON Yakali penerima bantuan tapi open table gadgetnya full apple ecosystem koleksi makeupnya segunung,negative
@convomf FYI gw dulu pas sekolah adlh penerima kjp karna pas lulus gw dapet kerjaan jadi pas kuliah gw gk daftar kipk walaupun bisa aja gw lanjutin karna nama gw udah tercantum tp gw gk lakuin itu karna gw tau masih byk orang yg lebih berhak atas itu,positive
@convomf Murni kesalahan dia lu gk usah embel embel ngebelain nder. Sadar diri udah punya penghasilan yang lebih harusnya langsung mengundurkan diri dari penerima kipk bukan malah diem dan dilanjutin. Apa gk punya rasa malu.,negative
@convomfs Gua yg dah lulus tpi skrng harus kerja pontang panting buat ngelunasin utang biaya kuliah yg gaada abisnya karena gali lobang tutup lobang kek pen mati aja eh ada penerima kipk kek gini kelakuannya ,negative
@loaveunz jd intinya dia itu influencer di ig sama di twt juga tp dia tuh penerima kipk mana gaya hidupnya bener2 hedon bgt flexing setiap saat pas dikepoin ternyata dia bad characteristic gitu suka bully sm kata2nya kasar jorok jg kataku soalnya sering bahas b*kp di twt nya ,negative
@convomf Ketikan lo gk konsisten lo pengen bela dia tapi gk mau kena hujat juga Gini ya walaupun dia dapet kipk pas dia masih susah kan sekarang udah ada rezeki berlebih dan dia bisa lapor ke pihak kampus buat cabut nama dia dari daftar penerima kipk dan bisa kasih ke yg lebih berhak,negative
@lonerhelios Penerima KIPK,neutral
@eufr4s1a wkwk my cousin penerima kipk tapi skincare innisfree hp ip tablet sumsang dan emang anaknya penganut coquette,neutral
hah ..... gue penerima kipk aja beneran engap buat biaya hidup. KOK BISA?,negative
@vinnerchild_7 @convomfs Penerima kipk tp hidupnya hedon Trz ternyata cuitanya mengarah kek ciwi2 nUckuL ,negative
Karena dia nggak punya kesadaran diri tsb makanya dirujak biar sadar. Akhirnya ybs sadar juga kan? Kata gw mah harapan ke depannya dengan ada huru-hara begini tuh penerima KIPK yang merasa dan terlihat (bukan merasa doang) sudah mampu bisa pamit sama KIPK.,positive
@undipmenfess Kipk bpjs apbn/apbd penerima bansos rata² org berada semua. Krn ada org dalam yg ngurus biasanya ,neutral
Kata aku mah kalian penerima bidikmisi/KIPK yg sebenernya kaya raya coba impersonate orang miskinnya tahan sampe lulus biar gak ketauan nipu Susah si ya kalo punya jiwa maling &amp; jiwa flexing dalam waktu bersamaan.,negative
