text;label
RT Pak Anies menjadi Gubernur DKI 2017-2022. Tak ada satu pun yang dilaporkan ke polisi mereka-mereka yang selama ini memfitnah Pak Anies. Sudah tahu kan kebijakan-kebijakannya yang terbuka dan adil terhadap semua? Tahu dong bagaimana bagusnya Jaklingko? Tahu dong bagaimana Pak Anies menyelesaikan MRT dan merapikan sistemnya seperti sekarang ini? Tahu dong bagaimana Pak Anies berlaku ke semua penganut agama di Jakarta secara harmoni dan itu sudah menjadi fakta yang sangat terang? Nah, dan segambreng keberhasilan di Jakarta akan ditingkatkan di tingkat nasional dengan Pak Anies menjadi presiden. :-) [RE muhammad_husnil];Politik
Kami mendukung visi Ganjar Pranowo Pranowo untuk pemilu yang bebas dari intervensi. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @CtPCEs+nzcsAQk+8NjgPuBqoai3a0X4HLFd2+aJKkyw= #GanjarPresidenRakyat #GanjarMahfud2024 #Coblos3 https://t.co/46iCteqMFJ;Politik
"RT PANAS!! Cak Imin slepet Prabowo soal food estate, merusak hutan &amp; mengabaikan potensi pertanian yang ada yang masih besar.. Silahkan rakyat menilai!! https://t.co/LkPpJKgADs [RE ekowboy2]";Politik
Keumatan yang merajut persatuan. #JNK mendukung Pasangan Ganjar Pranowo dan Mahfud MD sebagai pemimpin bangsa di pilpres 2024.#GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/0H8Q69g2Xs;Ideologi
Save the date, People Party democracy bulan depan, party of democracy! Jangan lupa, mari kita pilih Ganjar Pranowo dan buat Indonesia lebih baik. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/tVHxCxk4WK;Politik
"RT Amazing kampanye Ganjar Pranowo di Ruteng-Manggarai-Flores-NTT hari ini. Dukungan iman politik yg kuat menyatukan Ganjar &amp; masyarakat yg membludak ditengah cuaca berkabut, hujan &amp; dingin nya kota Ruteng. Ganjar...Ganjar...Ganjar...Presiden ! Ganjar-Mahfud menang..menang..menangÃ°ÂŸÂ¤ÂŸÃ°ÂŸÂÂ» https://t.co/vEmTEpTc0F [RE KakekHalal]";Politik
RT Prabowo is pro genocide if he's suggesting Gaza is being bombarded just because they're weak. Learn history please #DebatCapres [RE archaludons];Politik
"RT Capres nomor urut 1 Anies Baswedan menjelaskan mengenai pergeseran menuju substitusi import. Ia mengatakan bahwa harus memastikan hal tersebut dapat terjaga. Anies Baswedan juga mengatakan harus menyiapkan ekosistem industri agar tidak hanya menjadi pasar konsumsi tapi juga menjadi sentra produksi global, sehingga diharapkan dalam muncul di dalam kegiatan ekspor. Perihal tingkat komponen dalam negeri, Anies mengatakan bahwa harus ditingkatkan secara bertahap. Simak video selengkapnya di https://t.co/sBJYmXx0e0 Nantikan juga Live Eksklusif ""Dialog Capres bersama Kadin: Sesi III Prabowo Subianto"" Jumat, 12 Januari 2024 pkl 09.30-11.30 WIB LIVE hanya di tvOne & live streaming di Youtube tvOnenews #HardNews_Politik #NewsOne #CariBeritaditvOne #AniesBaswedan #Politik #tvOneTVPemilu #KamiKabarkanAndaPutuskan #MauMemilih #Capres #Cawapres #Pemilu2024 #Pilpres2024 [RE tvOneNews]";Ekonomi
Antusiasme masyarakat dalam mendukung Prabowo-Gibran mencerminkan semangat perubahan yang diinginkan. #KosongDuaSatuPutaran RakyatSenang 02Menang https://t.co/2hGckkaUao;Politik
Investor, prepare yourself! Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD MD sedang merancang regulasi hukum yang mendukung pertumbuhan investasi di Indonesia.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;Ekonomi
Duet Capres dan Cawapres RI No 03 Ganjar Pranowo - Mahfud MD punya ide bagus, ekonomi kita bisa 7% tumbuh terus-menerus. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/7b7Cx5tqtG;Ekonomi
"RT Jangan biarkan pak Anies &amp; Cak Imin berjuang sendirian.. Mari berikhtiar bersama selamatkan demokrasi, hentikan politik dinasti!! https://t.co/kHFz3hjFRU [RE ekowboy2]";Politik
RT ...Prabowo yg ngomong tapi gw yg malu. 2018, menyebut Yerusalem ibukota Israel bukanlah masalah bagi Indonesia. 2024, di debat capres, menyudutkan Gaza terkait pasukan militer. Benar2 layak disematkan capres Pro Zionis. Prabowo benar2 gak layak mimpin bangsa ini... (``,) [RE kafiradikalis];Ideologi
RT Gak habis thingking deh, dibawah pimpinan menhan #Prabowo kontrak industri pertahanan naik 800%, terbesar sepanjang sejarah kementrian pertahanan di Indonesia Kok ya ada Profesor bodoh yang menilai kinerja menhan 11 dari 100 UntungPakBOWObijak TetapSabar KetikaDiserangÃ¢ÂœÂŒÃ°ÂŸÂ«Â° https://t.co/fsH6Xw66Lo [RE are_inismyname];Pertahanan dan Keamanan
RT Jawaban menohok abah @H4zflbqJOg4kWqoy/VDwGvDrYpcryVGowpcyRvVYgGA= soal kenapa orang kaya lebih mendukung Paslon sebelah. Simak yuk Desak Anies di purwokerto https://t.co/L5mlVD6Tl5 [RE LANGKAHANIES];Politik
"RT Prabowo prescon ""saya bangga tadi mas Gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi"" TADI DEBATNYA TENTANG LINGKUNGAN HIDUP, ENERGI, AGRARIA, PANGAN DAN DESA PAK BUKAN EKONOMI Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­ [RE chocolatyaa]";Ekonomi
RT @eaQaKM5VaZnyBBs7oxzmAXYYEooF50ntbIgbKE1SCoo= Warga kp. Bayam tu yg lahannya dipake buat bangun JIS (yg dibangun era Anies), nah pas di jaman Anies mereka udah dijanjiin ganti ruginya segala macem. Udah diurus semuanya sama Anies sampe rusunnya terbangun, cuma pas Heru menjabat tu warga nggak diurus lagi. Sampe sekarang. [RE indrasbitchhere];Politik
RT Relawan Ganjar Dicekoki Miras hingga Dikasih Amplop sebelum Bentrok dengan Belasan TNI di Boyolali, Ini Bukti-buktinya https://t.co/RnxJ8jrcrX [RE PartaiSocmed];Pertahanan dan Keamanan
Ã°ÂŸÂ¥Â¹ Ooohh akun ini sekarang dukung nomor 3,,,, Ã°ÂŸÂ˜Â‚ QTÃ‚ narkosun: Jawa Tengah sudah, Indonesia berikutnya Ganjar Mahfud Hebat #Coblos3 #3GM #nazarpemilu #GanjarMahfudM3nangDebat https://t.co/bR2tDKihG6;Politik
Prabowo akan menjadi pilihan unggul di Jabar berkat dukungan luas dari masyarakat. #JabarTetapPakBowo DariJabar UntukIndonesia;Politik
"RT Prabowo malah ngajarin pendukung buat memaki lawan debatnya dg ""GOBLOK"" Tuhan makin singkap wajah aslinya!! https://t.co/GtKQGboxwN [RE ekowboy2]";Politik
Ganjar Pranowo - Mahfud MD pahlawan petani tembakau! Dukung capres yang peduli agar hasil panen tembakau melimpah. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;Politik
RT Pak Anies di kepung kekuatan besar Buzzer,artis,menteri, oligarki,ketua umum partai koalisi, beberapa gubernur aktif,lord Luhut,esbeye, Jokowi dan Prabowo Vs ANIES RASYID BASWEDAN Sekuat itukah pak Anies? #AMINAjaDulu #AsalBukan02 #AniesMuhaimin2024 [RE Safa_Andriana];Politik
RT @bRC6aZuH98w8RFcsi/XR/fTJjs1x1DBMSWvkdw3V37Y= Bu Connie mempermasalahkan PT TMI kemudian ditawari proyek Kemhan. Apakah ini yang dimaksud pak Prabowo sebagai rahasia negara yg dibicarakan secara tertutup? Jangan marah ya. Ini sekadar bertanya. https://t.co/fc6MQRj0vx [RE Min96Yoona60501];Pertahanan dan Keamanan
RT Terus terang saya belum tahu ini. Tapi ternyata ini danau buatan antara Jakarta Selatan dan Depok untuk pendampingan air hujan. Salah satu Karya yang inovatif dari Gubenur Anies BaswedanÃ¢Â€Â¦ rekam jejak! https://t.co/WmJR2OsbeZ [RE ShamsiAli2];Sumber Daya Alam
RT Pak Anies Baswedan tiba di Bandara Padang dan disambut luar biasa oleh massa.. Semangat perubahan makin tak terbendung Ã°ÂŸÂ’Âª #AMINAjaDulu #AniesMuhaimin2024 https://t.co/q2Q6l45Dhs [RE Mdy_Asmara1701];Politik
RT Ini lagi hadeeeeeeeeeeeeh Ã°ÂŸÂ¤Â¦Ã°ÂŸÂ¤Â¦Ã°ÂŸÂ¤Â¦Ã°ÂŸÂ¤Â¦ Peningkatan alutsista selama masa Menhan Prabowo memang signifikan, tapi peringkat2 ini jangan pernah digunakan lagi, indikatornya tidak jelas. Totally rubbish. [RE tweetmiliter];Pertahanan dan Keamanan
RT Ã°ÂŸÂšÂˆ Semoga Ganjar Pranowo dan Mahfud MD dapat membawa semangat persatuan dan keakraban keluarga ke d kepemimpinan nasional Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu [RE bsonjes];Politik
Kami yakin Capres Ganjar Pranowo Mahfud MD adalah pilihan tepat untuk memimpin, bersama JNK yang selalu mendukung perubahan positif. JN19Ax #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/rNr7wP4Ys4;Politik
"Termasuk menganggap blusukan Prabowo adalah ""setting-an"" Habiburokhman mengatakan, Prabowo sedang mengalami serangan karena sedang di atas angin. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto";Politik
RT Bukan hanya pendukung nya saja Akademik pun mengakui Anies ini kalo ibarat Teko, Udah Teko nya Terbuat dari Emas, Isinya pun Infused water yg mengandung vitamin dan menyehatkan buat Otak kita semuanya Ya Allah Izinkan Kami memiliki Pemimpin spt ini.. https://t.co/msjZbThEjq [RE Lisaamartatara6];Politik
RT Anies mendorong adanya tempat pengasuhan anak atau daycare di tempat kerja. Anies juga menjanjikan cuti 40 hari bagi suami yang istrinya melahirkan. #detikPemilu #WaktunyaMilih https://t.co/E9GShls8Sp [RE detikcom];Politik
Ket3gasan Ganjar - Mahfud menghadapi pinjol ilegal mencerminkan kepemimpinan yang kuat dan berani mengambil tindakan @WMRC7V50QRQmcRD4lcxzC2aVwVolYKapRd1636Zi6WM= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/S4kSffR457;Politik
kakak_ica: Untuk menjawab kekhawatiran anak muda, Ganjar Mahfud janji buka 17 juta lapangan kerja lewat hilirisasi KerjaB3rsamaGanjar mohmahfudmdÃ‚ Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #DebatCapres https://t.co/Zzbwj8bTj9;Politik
RT Ekonom: Program Makan Siang dan Susu Gratis Prabowo Bisa Membebani APBN hingga Rp 400 Triliun per Tahun https://t.co/xN4kdaT3eX #TempoBisnis [RE tempodotco];Ekonomi
Sebab sampai saat ini dari kelompok tani belum banyak disentuh oleh capres-cawapres lainnya. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto;Politik
Ganjar Pranowo Prof Mahfud MD, pemimpin progresif yang siap membawa Indonesia ke arah yang lebih baik. JN19Tc #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/3pm2wcEE5c;Politik
@Vl4e7kGrZ+aILtagqC0pV0WPfguSaUu/Z/Nci8e+LbI= Keadilan untuk seluruh rakyat.. Tdk boleh meminggirkan petani, nelayan, masyarakat adat dan warga desa. Pemimpin Indonesia harus secerdas anies dan cak imin @u5DGjWdSGWWkfOl6KvvsAtmmDFFVwf4mxEyg8/6l1xI= @3yW7a;Ideologi
RT Framing Jahat terkait Blusukan Pak @Zsyiz/SifXtg3xeBpTTPZyhkhIeeUgTp4DrQt+mr/xc= https://t.co/wpWpLXzvLp [RE Dahnilanzar];Politik
RT Bu @BoQ3qoCi03r5rhfceZUQk9EXDk/gULtjEGNaC0e4Og4= kenapa Masa Jabatanya Jadi Mundur ?? Harusnya Selesai Tanggal 31 Desember 2023 jadi 13 Februari 2024 . Sebegininya Ya demi Kepentingan Prabowo-Gibran .??? Masyarakat Mungkin Pada tidak menggagas Issu ini kan ?? Padahal penundaan Masa Jabatan melalui MK dan Di Kabulkan Oleh mahkamah Konstitusi . Ya Allah Lindungi Bangsa Ini Dari Orang-orang Yang Serakah . Ã°ÂŸÂ™Â [RE Gus_Raharjo];Politik
InsyaAllah semua disini tulus mendoakan Pak Ganjar dan Pak Mahfud jadi presiden danÃ‚ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani https://t.co/3LAtl3Gsnm;Politik
Dukungan kami untuk Prabowo adalah cermin dari keinginan kami untuk keadilan sosial di Jabar. #JabarTetapUntuk02 BerbuatBaik UntukMasyarakat https://t.co/qoIZumewqT;Politik
RT Setelah debat capres pertama pak Anies menyinggung Kanjuruhan, Alhamdulillah Pak laporan dari temen-temen yang tadinya level A dinaikkan menjadi level b Ã°ÂŸÂ‘ÂÃ°ÂŸÂÂ» #UmpanMAnies Indonesia People Deserve Better https://t.co/XMI5hFqsta [RE Mdy_Asmara1701];Politik
RT Capres nomor urut 2 @12n6267vERjSZuQRu75p4sH7TvqMZBXZbQvLJ/VtQoE= Subianto mengungkit pernyataan Capres nomor urut 1 @5+hvdpXRPoSGWOm7ViMKJQFZOlxZ3gkteby0uMEJvOc= terkait kepemilikan lahan seluas 340.000 hektar. Menurut Prabowo, lahan yang dimaksud merupakan tanah negara berstatus HGU dan lebih baik ia kuasai daripada dikuasai asing. Download #MetroTVXtend sekarang di Play Store dan App Store. #prabowosubianto #aniesbaswedan #debatcapres #pemil2024 #pilpres2024 [RE Metro_TV];Politik
RT 14 Februari tinggal beberapa hari aja nih gengs. Pilihan untuk Indonesia Unggul cuma Ganjar-MahfudÃ°ÂŸÂ¤ÂŸ Inget, yang ada Nomor 3 nya !!! #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 #SatSet #PastiLebihBaik #SatSetLebihBaik [RE Ganjar_Mahfud03];Politik
Pesawat tempur dan kapal perang mau dibeli tapi gak ada penjelasannya yang detail dari Prabowo @kCSEJ7vUeqJsuk74Flx+HwrscD42X1whPilmMa/zu/I= ASAL BUKAN PRABOWO #asalbukanprabowo #DebatCapres https://t.co/Y7G9Nspf9c https://t.co/FVs1VleJlL;Politik
RT Anies lebih paham psikologis orang Papua https://t.co/1zfT0YMdmO [RE BosPurwa];Politik
RT Pak Anies, lain kali bilangnya Ã¢Â€Âœkrisis iklimÃ¢Â€Â/ perubahan iklim. Jangan Ã¢Â€Âœclimate crisisÃ¢Â€Â. Yang disebutkan Anies relevan banget dgn apa yg terjadi di COP, dimana agenda Selatan-Selatan dan negara berkembang selalu Ã¢Â€ÂœkalahÃ¢Â€Â dgn negara maju. Tp kira2 bagi orang kebanyakan, agenda itu mudah dipahami gak ya? [RE elisa_jkt];Politik
Capres Cawapres Ganjar Pranowo Mahfud MD adalah panggilan untuk menyatukan Indonesia menuju masa depan yang lebih baik. JN18D1 #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/GYw2EvBOQl;Ideologi
@zo6plQBU5Jd9eIGdJwUHVAjepjpbM5dG/mciMX4CTcg= Gamasalah kalo berbagi ruang dengan PKL toh kita sama2 cari rejeki ini kota kita bersama. Tapi coba tanyakan ke pak Anies kenapa masalah pak ogah dan tukang parkir liar di DKI masih merajalela? Ngapain kita be;Sosial Budaya
RT Eks Panglima GAM se Aceh Bakal Berlabuh ke Prabowo, Segera Deklarasi Dukungan https://t.co/A9SpFjxMaJ [RE VIVAcoid];Politik
RT Again: Penguasaan lahan olej prabowo yg berhektar-hektar bukan urusan personal. Prabowo adalah bagian dari elit yg menyebabkan ketimpangan sosial serius di negara ini. Karena org2 sprti Prabowo-lah yg buat hidup sebagian besar rakyat kita susah. Dan gw akn trus menyuarakan ini. [RE GradyNagara];Sosial Budaya
"RT JAUA SUPARNA BARU TAHU BAHWA ANIES : S.1 nya Fakultas Ekonomi , S.2 nya Kebijakkan Keuangan ... S.3 Nya Political Ekonomi &amp; Pembangunan. https://t.co/tAterTe8Sl [RE Andria75777]";Ekonomi
RT Ganjar Pranowo memberikan jawaban cerdiknya dlm pertanyaan yg dilontarkan kpd dirinya dari paslon 1. Dalam sektor pertahanan, @atS+zsRpgsEnPhD4ScfEKrZkdQD5825vQlcOTjgUJoU= mengukapkan bahwa kebijakan tidak boleh berubahÃ‚Â² dan harus matang. #SahabatGanjar #GanjarMahfud2024 #SatSet #PastiLebihBaik #SatSetLebihBaik #Ã Â¹ÂÃ Â¸Â­Ã Â¸Â¡Ã Â¸Â¡Ã Â¸ÂµÃ Â¹Âˆ [RE txt_ipin];Pertahanan dan Keamanan
RT Gelombang dukungan dari mana saja, terus bermunculan utk Anies Baswedan dan Muhaimin Iskandar. Petani di desa apalagi. Mereka sdh cukup menderita dikerjai Kartu Tani dan ketidakhadiran negara dalam menstabilkan harga jual hasil panen mereka. Jangan underestimate kekuatan orang kecil di desa dan orang miskin. Mereka mungkin ambil sembakonya, tapi pilihan tetap rasional. Anies Baswedan - Muhaimin Iskandar utk Indonesia yang lebih baik! Ã°ÂŸÂ’ÂªÃ°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â© [RE Reiza_Patters];Sosial Budaya
Ganjar Pranowo memberikan solusi cerdas melalui Garda Samud3ra untuk memastikan keamanan laut terjamin. @SnqvtfDvvRtes95e1rC6ZiobMRBP7fCdH8BTomOqDWk= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/E7t7NGuWrH;Pertahanan dan Keamanan
Kami yakin Prabowo dan Gibran akan membawa perubahan positif dan kemajuan bagi bangsa ini. #kodekita08 PilihPrabowoGibran02;Politik
RT MELEDAK !....tingginya Antusiasme Anak -Anak Milenial dan Anak-Anak Gen-Z datang ke Acara Desak Anies bersama Nakes hari ini di Jakarta , Kamis 18 Januari 2024, sampai yg ingin Foto Selfie bareng pak Anies Sangat Ramai....Luar Biasa Ã°ÂŸÂ¥Â°Ã°ÂŸÂ¥Â° https://t.co/JCbupiNRTv [RE Yurissa_Samosir];Sosial Budaya
RT Pak @bS8kPCZ3cIMz6xF3TkGVWXnDkKGJmvK83Kxz+biF2XM= knp dgn KH Marzuki Mustamar anda berani pecat pdhl beliau gak bawa2 PWNU Jatim dukung AMIN. Ini jelas bawa PWNU Riau dukung prabowo anda tutup mata. Apa ini yg namanya tegas dan adil pak yahya yth? https://t.co/z88pd8oL9y [RE UmarSyadatHsb__];Politik
RT @IV2waR55gcy1/KO++/wZFkmI9o4i4dip7Uhxwb0Wnj8= Salut ama Prabowo udah rela gemoy. Tapi buat gen Z yang mau ngasih dukungan, tidak ada salahnya cari tau Abu Janda, Denny Siregar, Ade Armando, Partaisocmed, Kurawa, Habiburokhman, dll. Kalau kalian fine satu perahu sama modelan begitu, ya monggo. [RE ethadisaputra];Ideologi
RT Natalius Pigai: 80 Persen Warga Papua Akan Pilih Prabowo-Gibran - https://t.co/XmovpSDaBv https://t.co/c1DpmDHAfr #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE AzhareAkiba];Politik
@xIACtApY8Wgfa1EisB8sfwHzQOYrotmozIurCFC+9FU= Betul. Jadi seolah-olah ini agenda Pak Prabowo sebagai calon presiden. Padahal itukan agenda negara. Ngapain juga dilaksankan deket pilpres, mana bukan tugasnya. Kemarin bagi bibit dan pupuk, tugas kementerian;Sosial Budaya
RT Dahsyat Ã¢ÂœÂ¨Ã°ÂŸÂ‘ÂÃ°ÂŸÂ”Â¥ Semangat Perubahan, Paku Integritas Dari Paslon AMIN Anies-Muhaimin Ã¢ÂÂ¤Ã¯Â¸Â #AniesDeservesBetter #AniesMuhaimin2024 #AMINAjaDulu [RE rohta_julian];Politik
@FbaNp/YA7rF5T8zFONjWzV5zTLBLUO8QSfxNvZuMhVA= Alasannya apa? Bukannya Pak Anies yg paling the best drpd semua capres?;Politik
RT MAHASISWA MELAWAN DINASTI POLITIK JOKOWI, MAHASISWA MENOLAK PRABOWO KKN itu jahat. Membangun dinasti politik lebih jahat. Dengan sadar menjadi penerus KKN dan melayani dinasti politik itu pengkhianat bedebah. Mahasiswa melawan. Kita? https://t.co/AfaP5MuA3V [RE CAMERALIVE6849];Politik
RT Emang pinter Abah Anies, Saya nonton dan tahu Ã¢Â€ÂœPELUKANÃ¢Â€Â itu punya arti dan mau menyampaikan Ã¢Â€ÂœPESANÃ¢Â€Â kepada Ã¢Â€ÂœRAKYATÃ¢Â€Â atau penonton. #amin #coblosno1 #salamperubahan https://t.co/eYzHY5IJsQ [RE QianzyZ];Politik
"RT EMAK EMAK KEREN... EMAK EMAK WARGA NU BERSATU MENANGKAN ""AMIN"" ANIES-IMIN DI PILPRES 2024....Ã¢Â€Â¼Ã¯Â¸Â #GibranBocilSongong #GibranBocilSongong Ã°ÂŸÂ†Â˜Ã°ÂŸÂ†Â— https://t.co/M736hvkKvL [RE P3n99u94t_]";Politik
Pasukan p3nguin gaspol mengajak semua teman sebaya untuk ikut serta dalam mendukung Ganjar-Mahfud untuk Indonesia yang lebih baik @KyoIxdCyO83kNRn14Zbb5Idytjiz9Uc3kpUfmTk1vPs= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/hHhxAu7dfV;Politik
@ATE9gbFgtqkQTmj+BH8fsMKByhQ2CWYXX+0truPgue8= Mending loe datang ke acara desak anies, tanya dan ajukan statetment loe disana, atau mending loe main ke jakarta temuin pendeta yg gerejanya diberikan sertifikat atau imb, terus sama saudara2 tionghoa, dan sa;Ekonomi
RT Anies balas insiden videotron kpopers yg ditakedown, survei tembus 50% kok panik.. Silahkan rakyat menilai!! https://t.co/mibtD6eSYw [RE ekowboy2];Politik
RT @0HtYjWMaXYSgoa/XLqzQbdEVUJAjfy4kxysMneXfeng= Berbagai cara dipakai untuk menghambat Anies, mulai mencabut izin lokasi, Helikopter dilarang mendarat, Baliho dirusak, sampai tayangan Anies di videotron pun dihilangkan. [RE Razieq97];Politik
RT Alhamdulillah elektabilitas pak Prabowo - Gibran tetap yg teratas tanpa perlu merendahkan orang lain di saat berdebat apalagi sampai harus sebar informasi yg membohongi dan membodohi rakyat. #prabowogibranmenangsatuputaran https://t.co/uB752BS8Hd [RE 99propaganda];Politik
RT Luas Jogja 318rb hektar Luas Jakarta 66rb hektar Luas Singapura 73rb hektar Anies bicara ketimpangan ada satu orang punya tanah 340rb hektar sementara itu prajurit TNI yg menjaga kedaulatan negara banyak yg tak punya rumah.. https://t.co/7Buyz4OTaP [RE ekowboy2];Politik
Ganjar Pranowo Beberkan Syarat Terjadinya Kerja Sama https://t.co/cWOvWJZwB3;Politik
RT Jika memang Ã¢ÂÂ¦@prabowoÃ¢ÂÂ© dianggap melanggar Pasal 280 (ayat) 1 huruf c Undang-undang No. 7/2017 wajib di diskualisifikasi, karena itu sudah masuk ranah pidana penghinaan. Bagaimana Netijen? Bawaslu Nilai Umpatan Prabowo Bisa Masuk Pidana Pemilu https://t.co/9iK5CFu2MV [RE f_fathur];Politik
RT Pendukung 01 gasadar kalo kekaguman personal terhadap personality Anies ini bisa backlash kapan aja, entah bulan depan atau 2 taun lagi. Ini ekuivalen dengan kagum ama personality gemoy dan mikroekspresi Prabs yang diributin di Tiktok. Bedanya, yang ini kayaknya organik... [RE noirbojack];Politik
"RT ""Eh Pak, pesan dari bapak Erick Thohir asik banget nih, pokoknya Pak Prabowo harus terus mengayomi toleransi dan jagain persatuan umat beragama kita, keren!"" #ETTitipToleransike02 TitipkanKerukunan UtkIndonesia https://t.co/32JH8xBVJA [RE GaillardMe1858]";Politik
RT Baliho Prabowo-Gibran Tutup Trotoar di Jakarta, Koalisi Pejalan Kaki: Merampas Hak Tunanetra dan Disabilitas https://t.co/kOVulRoDZY #TempoMetro [RE tempodotco];Politik
kiki_daliyo Ganjar Pranowo Gaspol Ganjar, hanya pak Ganjar yang mengerti, mari jaga dan rawat bersama #GanjarMerawatPancasila #Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Lulus Pasti Kerja;Ideologi
RT Dukungan terus berdatangan untuk Prabowo , baru baru Ini Gerangan Ajengan Muda deklarasi dukung Prabowo Presiden 2024 #JabarTetapPakBowo DariJabar UntukIndonesia https://t.co/m8CtBKOuHP [RE ilhamram_dani];Politik
@xDuprlg/4vAURolBLe+DUfbgdbX1R8WsPtR7w0yqSQQ= @Q6z3iswxr+06Fi1ozA41WrB5/DjAQVXEUnIThq0fQE4= lingkungan yg sehat membuat pikiran masyarakat sehat. cocok pak anies bawa perubahan yg lebih baik untuk indonesia.;Sosial Budaya
@vCltARb/BWfNHT5qb6KCZ2kHTAqULoVuHlEcOvWSZL8= @skLluKxy0NNBIKcVzkJapDXJG6R2AENdj/2pbxWMRlQ= Taman-taman yang dikembangkan oleh Anies memberikan kontribusi terhadap pengelolaan air dan udara kota;Sumber Daya Alam
Keberhasilan pembangunan di Jawa Timur adalah bukti nyata bahwa Pak Ganjar Pranowo memiliki kemampuan dan komitmen untuk memimpin Indonesia Ganjar Mahfud Hebat #Coblos3 #3GM Memimpin Indonesia #GanjarMahfudM3nangDebat https://t.co/pw0BAeACqW;Politik
RT Tim hukum Ganjar Mahfud bicara, bahwa seharusnya kasus @xkAQEXfOtCnBvvGDL2XaOwyk8e4+qGueFReI8P3HsnU= itu yang dianggap menyebarkan hoax itu masuk dalam delik aduan. Dengan artian, yang merasa dirugikan karena sebaran @wU7sHfKa1eEK2IhruUDsibQ3L1SuVsOXnI8sCFJQnz4= itulah yang harus melaporkan. Dalam hal ini Dandim, Kapolres, Kajari dan Pj Bupati Batu bara. Biar clear. Gak dengan tiba2 ditangkap pagi2 buta. [RE Dennysiregar7];Politik
RT Ketua Umum Partai Demokrat Agus Harimurti bersama Prabowo di Serang banten #DemokratBersamaPrabowo #GueMauSatuPutaran https://t.co/R1NVIB7uxH [RE DEMOKRAT_S14P];Politik
@WnFBQLIWXJLz53XmivxteMxWHFs8t2EuYTRgYowPVJ4= Peningkatan kesejahteraan desa ditingkatkan bersama Prabowo Gibran;Ekonomi
RT al fatihah buat Alm. Lambang Babar Purnomo, alumnus Arkeologi UGM yang diduga dibunuh saat jadi saksi kasus pencurian dan pemalsuan arca Museum Radya Pustaka yang melibatkan Hashim Djojohadikusumo, adik Prabowo. [RE ibnarief];Politik
Calon Presiden RI No Urut 3 Ganjar Pranowo tegas: setiap pelanggaran Konstitusi atau aturan dasar negara akan mendapat sanksi hukum.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/qSLpJQpw9a;Ideologi
"RT Ã¢ÂœÂÃ¯Â¸Â Debat Capres malam ini, Anies berhasil merujak Prabowo melalui aneka gasasan visioner, konstruktif &amp; cemerlang. Anies pantas meraih dukungan luas dari rakyat untuk memimpin RI. Agar tampil sebagai bangsa yang mandiri, cerdas &amp; tangguh di arena dinamika global. Keren! *FA* https://t.co/bN6XdVGyHD [RE faizalassegaf]";Politik
RT Alumni Gadjah Mada Deklarasi Dukung Anies-Muhaimin di Pilpres 2024 https://t.co/D1Ia99MlNd [RE abwnews_];Politik
Ganjar Mahfud akan bentuk duta siber untuk memperkuat sistem pertahanan dan keamanan data informasi. #sipalingganjar #GanjarMahfud2024 @0yNuAM5crL5pj6Sk2xyz+PUd+wqigsVOzicPW3voa2k= #GanjarMahfudM3nangDebat @CqxzgmvMVDCemmdVs6Bb9SBWBdoAqYU+mnAawLewKuQ= Gaza Megawati Soekarnoputri Presiden PT TMI Emaknya Umur 25 https://t.co/IQfR73IYeW;Pertahanan dan Keamanan
